system:index,delta_NDMI,delta_NDVI,.geo
1501,-4.7829747E-4,-0.022892416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1502,0.020656437,0.0013716817,"{""type"":""MultiPoint"",""coordinates"":[]}"
1503,0.037090033,0.020201027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1504,0.074557364,0.017779231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1505,0.042151242,0.0039146543,"{""type"":""MultiPoint"",""coordinates"":[]}"
1506,-0.003445536,-0.01083374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1507,-0.003445536,-0.01083374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1508,-0.028979093,-0.03790903,"{""type"":""MultiPoint"",""coordinates"":[]}"
1509,-0.08549219,-0.0711301,"{""type"":""MultiPoint"",""coordinates"":[]}"
1510,-0.04338035,-0.04344523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1511,0.03159669,-0.005221665,"{""type"":""MultiPoint"",""coordinates"":[]}"
1512,0.012692124,-0.0031509995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1513,0.005035639,-0.015599728,"{""type"":""MultiPoint"",""coordinates"":[]}"
1514,-0.059974313,-0.03731191,"{""type"":""MultiPoint"",""coordinates"":[]}"
1515,-0.04769036,-0.033762395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1516,-0.015490085,-0.0046218634,"{""type"":""MultiPoint"",""coordinates"":[]}"
1517,-0.11823282,-0.034837663,"{""type"":""MultiPoint"",""coordinates"":[]}"
1518,-0.13871744,-0.02519542,"{""type"":""MultiPoint"",""coordinates"":[]}"
1519,-0.046153292,-2.836585E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1520,-0.015451416,0.024525523,"{""type"":""MultiPoint"",""coordinates"":[]}"
1521,0.047417887,0.038476348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1522,0.047417887,0.038476348,"{""type"":""MultiPoint"",""coordinates"":[]}"
1523,-0.04036221,-0.02930373,"{""type"":""MultiPoint"",""coordinates"":[]}"
1524,-0.06439038,-0.06334758,"{""type"":""MultiPoint"",""coordinates"":[]}"
1525,-0.18197855,-0.13342851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1526,-0.18595473,-0.20741132,"{""type"":""MultiPoint"",""coordinates"":[]}"
1527,-0.24957281,-0.24198186,"{""type"":""MultiPoint"",""coordinates"":[]}"
1528,-0.2408635,-0.22929174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1529,-0.2408635,-0.22929174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1530,-0.23574913,-0.18277574,"{""type"":""MultiPoint"",""coordinates"":[]}"
1531,-0.16276258,-0.16371155,"{""type"":""MultiPoint"",""coordinates"":[]}"
1532,-0.12035018,-0.10817528,"{""type"":""MultiPoint"",""coordinates"":[]}"
1533,-0.056468934,-0.050661325,"{""type"":""MultiPoint"",""coordinates"":[]}"
1534,-0.054540917,-0.038421452,"{""type"":""MultiPoint"",""coordinates"":[]}"
1535,-0.042227462,-0.047893643,"{""type"":""MultiPoint"",""coordinates"":[]}"
1536,-0.052951977,-0.053588092,"{""type"":""MultiPoint"",""coordinates"":[]}"
1537,-0.076226175,-0.06983328,"{""type"":""MultiPoint"",""coordinates"":[]}"
1538,-0.08858313,-0.07338554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1539,-0.102536455,-0.07174766,"{""type"":""MultiPoint"",""coordinates"":[]}"
1540,-0.10110338,-0.08371103,"{""type"":""MultiPoint"",""coordinates"":[]}"
1541,-0.09754433,-0.08375895,"{""type"":""MultiPoint"",""coordinates"":[]}"
1542,-0.05690469,-0.06008959,"{""type"":""MultiPoint"",""coordinates"":[]}"
1543,-0.049428165,-0.04679209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1544,-0.049273193,-0.047357738,"{""type"":""MultiPoint"",""coordinates"":[]}"
1545,-0.070911825,-0.051567554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1546,-0.048323363,-0.04759133,"{""type"":""MultiPoint"",""coordinates"":[]}"
1547,-0.050598755,-0.032845557,"{""type"":""MultiPoint"",""coordinates"":[]}"
1548,-0.025164582,-0.010538518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1549,-0.025164582,-0.010538518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1550,-0.026421413,0.006408751,"{""type"":""MultiPoint"",""coordinates"":[]}"
1551,-0.045658298,-0.035284102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1552,-0.07805739,-0.06517726,"{""type"":""MultiPoint"",""coordinates"":[]}"
1553,-0.09093252,-0.080628276,"{""type"":""MultiPoint"",""coordinates"":[]}"
1554,-0.08712192,-0.06897414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1555,-0.08712192,-0.06897414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1556,-0.077230126,-0.053811133,"{""type"":""MultiPoint"",""coordinates"":[]}"
1557,-0.044282064,-0.04727918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1558,-0.052421868,-0.04910451,"{""type"":""MultiPoint"",""coordinates"":[]}"
1559,-0.047869906,-0.037395358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1560,-0.036390707,-0.043051958,"{""type"":""MultiPoint"",""coordinates"":[]}"
1561,-0.03825161,-0.05247253,"{""type"":""MultiPoint"",""coordinates"":[]}"
1562,-0.042117134,-0.0506413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1563,-0.042117134,-0.0506413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1564,-0.04383658,-0.048487604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1565,-0.05514723,-0.050308287,"{""type"":""MultiPoint"",""coordinates"":[]}"
1566,-0.041561812,-0.051458657,"{""type"":""MultiPoint"",""coordinates"":[]}"
1567,-0.0409272,-0.046925485,"{""type"":""MultiPoint"",""coordinates"":[]}"
1568,-0.044475228,-0.048330724,"{""type"":""MultiPoint"",""coordinates"":[]}"
1569,-0.032838106,-0.041188717,"{""type"":""MultiPoint"",""coordinates"":[]}"
1570,-0.040957317,-0.038231015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1571,-0.044350535,-0.03483647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1572,-0.050492153,-0.01836443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1573,-0.060518682,-0.02541709,"{""type"":""MultiPoint"",""coordinates"":[]}"
1574,-0.05105053,-0.007289827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1575,-0.031030744,4.913807E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1576,-0.031030744,4.913807E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1577,-0.043448925,0.004077971,"{""type"":""MultiPoint"",""coordinates"":[]}"
1578,-0.043225676,0.011270583,"{""type"":""MultiPoint"",""coordinates"":[]}"
1579,-0.031707183,0.010457814,"{""type"":""MultiPoint"",""coordinates"":[]}"
1580,-0.031703398,0.0072671175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1581,-0.0379308,-0.0055001974,"{""type"":""MultiPoint"",""coordinates"":[]}"
1582,-0.06547341,-0.014497817,"{""type"":""MultiPoint"",""coordinates"":[]}"
1583,-0.075387195,-0.039093852,"{""type"":""MultiPoint"",""coordinates"":[]}"
1584,-0.075387195,-0.039093852,"{""type"":""MultiPoint"",""coordinates"":[]}"
1585,-0.08195609,-0.0153897405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1586,-0.051034585,-0.027516425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1587,-0.0114221275,0.006436646,"{""type"":""MultiPoint"",""coordinates"":[]}"
1588,-0.014461979,0.035485625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1589,0.03732702,0.04588878,"{""type"":""MultiPoint"",""coordinates"":[]}"
1590,0.03732702,0.04588878,"{""type"":""MultiPoint"",""coordinates"":[]}"
1591,0.027529478,0.056706905,"{""type"":""MultiPoint"",""coordinates"":[]}"
1592,-0.019679159,-0.03489721,"{""type"":""MultiPoint"",""coordinates"":[]}"
1593,3.0264258E-4,-0.031801462,"{""type"":""MultiPoint"",""coordinates"":[]}"
1594,-0.0017409027,-0.029103637,"{""type"":""MultiPoint"",""coordinates"":[]}"
1595,0.013141543,-0.025218666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1596,0.014335871,-0.02487427,"{""type"":""MultiPoint"",""coordinates"":[]}"
1597,0.0018032193,-0.03594011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1598,0.018487275,-0.035372972,"{""type"":""MultiPoint"",""coordinates"":[]}"
1599,0.012910545,-0.023983955,"{""type"":""MultiPoint"",""coordinates"":[]}"
1600,0.029910415,-0.013796091,"{""type"":""MultiPoint"",""coordinates"":[]}"
1601,0.0049958527,-0.016326964,"{""type"":""MultiPoint"",""coordinates"":[]}"
1602,0.022226095,0.003483653,"{""type"":""MultiPoint"",""coordinates"":[]}"
1603,0.024622858,0.011398077,"{""type"":""MultiPoint"",""coordinates"":[]}"
1604,0.037830174,0.018182874,"{""type"":""MultiPoint"",""coordinates"":[]}"
1605,0.04322803,0.021612883,"{""type"":""MultiPoint"",""coordinates"":[]}"
1606,0.0013411939,0.0062193274,"{""type"":""MultiPoint"",""coordinates"":[]}"
1607,0.00435251,-0.028695464,"{""type"":""MultiPoint"",""coordinates"":[]}"
1608,-0.012372851,-0.0380612,"{""type"":""MultiPoint"",""coordinates"":[]}"
1609,-0.04374206,-0.037991464,"{""type"":""MultiPoint"",""coordinates"":[]}"
1610,-0.021235496,-0.023327053,"{""type"":""MultiPoint"",""coordinates"":[]}"
1611,0.006926149,0.004594028,"{""type"":""MultiPoint"",""coordinates"":[]}"
1612,-0.048645377,-0.020181537,"{""type"":""MultiPoint"",""coordinates"":[]}"
1613,-0.048645377,-0.020181537,"{""type"":""MultiPoint"",""coordinates"":[]}"
1614,-0.07991722,-0.03107959,"{""type"":""MultiPoint"",""coordinates"":[]}"
1615,-0.1479044,-0.029847443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1616,-0.043726504,-0.017516851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1617,-0.06937134,-0.032512367,"{""type"":""MultiPoint"",""coordinates"":[]}"
1618,-0.054846898,-0.036491394,"{""type"":""MultiPoint"",""coordinates"":[]}"
1619,-0.04382196,-0.016635418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1620,0.09156461,0.017957032,"{""type"":""MultiPoint"",""coordinates"":[]}"
1621,0.076643676,0.030840516,"{""type"":""MultiPoint"",""coordinates"":[]}"
1622,0.10156353,0.0345307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1623,0.027807727,0.03567928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1624,0.020184472,0.010402918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1625,-0.10190657,-0.08279145,"{""type"":""MultiPoint"",""coordinates"":[]}"
1626,-0.24968714,-0.20311907,"{""type"":""MultiPoint"",""coordinates"":[]}"
1627,-0.33887205,-0.22981966,"{""type"":""MultiPoint"",""coordinates"":[]}"
1628,-0.25458694,-0.23323587,"{""type"":""MultiPoint"",""coordinates"":[]}"
1629,-0.09141204,-0.07077116,"{""type"":""MultiPoint"",""coordinates"":[]}"
1630,-0.088364795,-0.045443892,"{""type"":""MultiPoint"",""coordinates"":[]}"
1631,-0.043464184,-0.04863447,"{""type"":""MultiPoint"",""coordinates"":[]}"
1632,-0.05217707,-0.056621194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1633,-0.05217707,-0.056621194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1634,-0.054248437,-0.06567097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1635,-0.06265946,-0.063660085,"{""type"":""MultiPoint"",""coordinates"":[]}"
1636,-0.055640697,-0.06600231,"{""type"":""MultiPoint"",""coordinates"":[]}"
1637,-0.057088256,-0.06235856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1638,-0.055837363,-0.055788636,"{""type"":""MultiPoint"",""coordinates"":[]}"
1639,-0.0408327,-0.05065447,"{""type"":""MultiPoint"",""coordinates"":[]}"
1640,-0.0408327,-0.05065447,"{""type"":""MultiPoint"",""coordinates"":[]}"
1641,-0.03561029,-0.04375851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1642,-0.019780338,-0.04033351,"{""type"":""MultiPoint"",""coordinates"":[]}"
1643,-0.029940963,-0.041518927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1644,-0.042425215,-0.04504484,"{""type"":""MultiPoint"",""coordinates"":[]}"
1645,-0.0673821,-0.057216346,"{""type"":""MultiPoint"",""coordinates"":[]}"
1646,-0.06884286,-0.06878674,"{""type"":""MultiPoint"",""coordinates"":[]}"
1647,-0.060610577,-0.061290443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1648,-0.060610577,-0.061290443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1649,-0.047134265,-0.04999125,"{""type"":""MultiPoint"",""coordinates"":[]}"
1650,-0.051000997,-0.060825944,"{""type"":""MultiPoint"",""coordinates"":[]}"
1651,-0.073155135,-0.067314625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1652,-0.05150695,-0.07063514,"{""type"":""MultiPoint"",""coordinates"":[]}"
1653,-0.07912609,-0.07331139,"{""type"":""MultiPoint"",""coordinates"":[]}"
1654,-0.073497355,-0.060170054,"{""type"":""MultiPoint"",""coordinates"":[]}"
1655,-0.073497355,-0.060170054,"{""type"":""MultiPoint"",""coordinates"":[]}"
1656,-0.06640689,-0.05080557,"{""type"":""MultiPoint"",""coordinates"":[]}"
1657,-0.043793827,-0.054671526,"{""type"":""MultiPoint"",""coordinates"":[]}"
1658,-0.05371575,-0.048979998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1659,-0.05532062,-0.050330102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1660,-0.045812592,-0.055410385,"{""type"":""MultiPoint"",""coordinates"":[]}"
1661,-0.043877125,-0.04882419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1662,-0.043877125,-0.04882419,"{""type"":""MultiPoint"",""coordinates"":[]}"
1663,-0.049192175,-0.04727137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1664,-0.0489534,-0.051043034,"{""type"":""MultiPoint"",""coordinates"":[]}"
1665,-0.058411166,-0.051840067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1666,-0.049530193,-0.045978546,"{""type"":""MultiPoint"",""coordinates"":[]}"
1667,-0.053470492,-0.04625672,"{""type"":""MultiPoint"",""coordinates"":[]}"
1668,-0.053470492,-0.04625672,"{""type"":""MultiPoint"",""coordinates"":[]}"
1669,-0.040743113,-0.037092566,"{""type"":""MultiPoint"",""coordinates"":[]}"
1670,-0.037013322,-0.03697729,"{""type"":""MultiPoint"",""coordinates"":[]}"
1671,-0.044742033,-0.042862117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1672,-0.05132954,-0.030424833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1673,-0.043804705,-0.015194356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1674,-0.035607472,-0.008920431,"{""type"":""MultiPoint"",""coordinates"":[]}"
1675,-0.03976868,-2.5767088E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1676,-0.03813769,-0.003320992,"{""type"":""MultiPoint"",""coordinates"":[]}"
1677,-0.033357292,-0.014526129,"{""type"":""MultiPoint"",""coordinates"":[]}"
1678,-0.03369239,-0.023212075,"{""type"":""MultiPoint"",""coordinates"":[]}"
1679,-0.074071765,-0.024058163,"{""type"":""MultiPoint"",""coordinates"":[]}"
1680,-0.074918665,-0.02967,"{""type"":""MultiPoint"",""coordinates"":[]}"
1681,-0.070473865,-0.039624214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1682,-0.044735014,-0.028791487,"{""type"":""MultiPoint"",""coordinates"":[]}"
1683,-0.057608448,0.0074932575,"{""type"":""MultiPoint"",""coordinates"":[]}"
1684,-0.005202621,0.037053823,"{""type"":""MultiPoint"",""coordinates"":[]}"
1685,0.04013917,0.051494777,"{""type"":""MultiPoint"",""coordinates"":[]}"
1686,0.04013917,0.051494777,"{""type"":""MultiPoint"",""coordinates"":[]}"
1687,0.018177867,0.05745256,"{""type"":""MultiPoint"",""coordinates"":[]}"
1688,-0.034430146,-0.05506587,"{""type"":""MultiPoint"",""coordinates"":[]}"
1689,0.02318573,-0.057771504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1690,-0.013987482,-0.05237621,"{""type"":""MultiPoint"",""coordinates"":[]}"
1691,-0.060421914,-0.046132743,"{""type"":""MultiPoint"",""coordinates"":[]}"
1692,-0.07290374,-0.02666998,"{""type"":""MultiPoint"",""coordinates"":[]}"
1693,0.0059767663,-0.030679286,"{""type"":""MultiPoint"",""coordinates"":[]}"
1694,0.035433203,-0.03169775,"{""type"":""MultiPoint"",""coordinates"":[]}"
1695,0.035433203,-0.03169775,"{""type"":""MultiPoint"",""coordinates"":[]}"
1696,0.03327471,0.01676923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1697,0.023402184,0.012301445,"{""type"":""MultiPoint"",""coordinates"":[]}"
1698,0.018979698,0.01307559,"{""type"":""MultiPoint"",""coordinates"":[]}"
1699,0.038767844,0.025673151,"{""type"":""MultiPoint"",""coordinates"":[]}"
1700,0.038767844,0.025673151,"{""type"":""MultiPoint"",""coordinates"":[]}"
1701,0.053676963,0.003006518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1702,-8.480847E-4,-0.032024026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1703,0.009489298,-0.031168818,"{""type"":""MultiPoint"",""coordinates"":[]}"
1704,-0.067490965,-0.04919678,"{""type"":""MultiPoint"",""coordinates"":[]}"
1705,-0.0090698,-0.039717257,"{""type"":""MultiPoint"",""coordinates"":[]}"
1706,0.03141269,0.0043613315,"{""type"":""MultiPoint"",""coordinates"":[]}"
1707,0.03141269,0.0043613315,"{""type"":""MultiPoint"",""coordinates"":[]}"
1708,0.020698816,3.0332804E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1709,-0.009775102,0.0022818446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1710,0.0054177046,0.009963572,"{""type"":""MultiPoint"",""coordinates"":[]}"
1711,-0.03464821,-0.004720688,"{""type"":""MultiPoint"",""coordinates"":[]}"
1712,-0.05785814,-0.021793842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1713,-0.13615364,-0.037667096,"{""type"":""MultiPoint"",""coordinates"":[]}"
1714,-0.10648498,-0.026686668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1715,-0.10648498,-0.026686668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1716,-0.13180003,-0.014737666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1717,-0.07904518,0.0046426654,"{""type"":""MultiPoint"",""coordinates"":[]}"
1718,-0.09347081,0.014319181,"{""type"":""MultiPoint"",""coordinates"":[]}"
1719,0.046287518,0.0077264905,"{""type"":""MultiPoint"",""coordinates"":[]}"
1720,-0.089209214,-0.08097297,"{""type"":""MultiPoint"",""coordinates"":[]}"
1721,-0.1830572,-0.21078578,"{""type"":""MultiPoint"",""coordinates"":[]}"
1722,-0.1830572,-0.21078578,"{""type"":""MultiPoint"",""coordinates"":[]}"
1723,-0.2887773,-0.24839988,"{""type"":""MultiPoint"",""coordinates"":[]}"
1724,-0.24116859,-0.22284615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1725,-0.22259156,-0.1863758,"{""type"":""MultiPoint"",""coordinates"":[]}"
1726,-0.101933986,-0.098490894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1727,-0.09255715,-0.06050557,"{""type"":""MultiPoint"",""coordinates"":[]}"
1728,-0.055701032,-0.054766476,"{""type"":""MultiPoint"",""coordinates"":[]}"
1729,-0.060332224,-0.05809927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1730,-0.060332224,-0.05809927,"{""type"":""MultiPoint"",""coordinates"":[]}"
1731,-0.055074036,-0.06371856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1732,-0.05986914,-0.06199622,"{""type"":""MultiPoint"",""coordinates"":[]}"
1733,-0.053733677,-0.05389446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1734,-0.056471735,-0.06370252,"{""type"":""MultiPoint"",""coordinates"":[]}"
1735,-0.044062868,-0.048198223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1736,-0.037094876,-0.054303646,"{""type"":""MultiPoint"",""coordinates"":[]}"
1737,-0.037094876,-0.054303646,"{""type"":""MultiPoint"",""coordinates"":[]}"
1738,-0.032643452,-0.046972394,"{""type"":""MultiPoint"",""coordinates"":[]}"
1739,-0.021485656,-0.041425884,"{""type"":""MultiPoint"",""coordinates"":[]}"
1740,-0.027905822,-0.04031062,"{""type"":""MultiPoint"",""coordinates"":[]}"
1741,-0.036651015,-0.059450805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1742,-0.036651015,-0.059450805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1743,-0.041806668,-0.059355855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1744,-0.040210158,-0.052571237,"{""type"":""MultiPoint"",""coordinates"":[]}"
1745,-0.03431791,-0.048164487,"{""type"":""MultiPoint"",""coordinates"":[]}"
1746,-0.051298767,-0.047652602,"{""type"":""MultiPoint"",""coordinates"":[]}"
1747,-0.03167218,-0.05780542,"{""type"":""MultiPoint"",""coordinates"":[]}"
1748,-0.061840266,-0.06377727,"{""type"":""MultiPoint"",""coordinates"":[]}"
1749,-0.06607863,-0.06430787,"{""type"":""MultiPoint"",""coordinates"":[]}"
1750,-0.07603826,-0.05223614,"{""type"":""MultiPoint"",""coordinates"":[]}"
1751,-0.052310795,-0.059347153,"{""type"":""MultiPoint"",""coordinates"":[]}"
1752,-0.059222013,-0.0538615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1753,-0.060464382,-0.053866327,"{""type"":""MultiPoint"",""coordinates"":[]}"
1754,-0.05548355,-0.048022985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1755,-0.06531818,-0.051203728,"{""type"":""MultiPoint"",""coordinates"":[]}"
1756,-0.05453174,-0.051616907,"{""type"":""MultiPoint"",""coordinates"":[]}"
1757,-0.048865095,-0.048205674,"{""type"":""MultiPoint"",""coordinates"":[]}"
1758,-0.050159857,-0.05014372,"{""type"":""MultiPoint"",""coordinates"":[]}"
1759,-0.051416993,-0.04224789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1760,-0.03580317,-0.042762578,"{""type"":""MultiPoint"",""coordinates"":[]}"
1761,-0.04319969,-0.0483616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1762,-0.047188193,-0.046170294,"{""type"":""MultiPoint"",""coordinates"":[]}"
1763,-0.037709355,-0.04003471,"{""type"":""MultiPoint"",""coordinates"":[]}"
1764,-0.0343439,-0.03622824,"{""type"":""MultiPoint"",""coordinates"":[]}"
1765,-0.055255875,-0.048381507,"{""type"":""MultiPoint"",""coordinates"":[]}"
1766,-0.04935226,-0.04347515,"{""type"":""MultiPoint"",""coordinates"":[]}"
1767,-0.050835192,-0.03860885,"{""type"":""MultiPoint"",""coordinates"":[]}"
1768,-0.05229418,-0.028487444,"{""type"":""MultiPoint"",""coordinates"":[]}"
1769,-0.04861577,-0.018855572,"{""type"":""MultiPoint"",""coordinates"":[]}"
1770,-0.05262825,-0.011342704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1771,-0.038281024,-0.019671142,"{""type"":""MultiPoint"",""coordinates"":[]}"
1772,-0.051909715,-0.030044198,"{""type"":""MultiPoint"",""coordinates"":[]}"
1773,-0.07186887,-0.027113855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1774,-0.070194595,-0.05824095,"{""type"":""MultiPoint"",""coordinates"":[]}"
1775,-0.07407804,-0.0570755,"{""type"":""MultiPoint"",""coordinates"":[]}"
1776,-0.034201294,-0.023039699,"{""type"":""MultiPoint"",""coordinates"":[]}"
1777,-0.03437586,0.016150773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1778,0.03108108,0.0460701,"{""type"":""MultiPoint"",""coordinates"":[]}"
1779,0.053112954,0.052781284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1780,0.053112954,0.052781284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1781,0.022991896,0.06293398,"{""type"":""MultiPoint"",""coordinates"":[]}"
1782,0.020884782,0.06206137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1783,-0.051173627,-0.060786426,"{""type"":""MultiPoint"",""coordinates"":[]}"
1784,-0.23824093,-0.11102617,"{""type"":""MultiPoint"",""coordinates"":[]}"
1785,-0.5377148,-0.17969328,"{""type"":""MultiPoint"",""coordinates"":[]}"
1786,-0.34373766,-0.08854967,"{""type"":""MultiPoint"",""coordinates"":[]}"
1787,-0.06614658,-0.071718395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1788,-0.008707911,-0.035412073,"{""type"":""MultiPoint"",""coordinates"":[]}"
1789,-0.008707911,-0.035412073,"{""type"":""MultiPoint"",""coordinates"":[]}"
1790,0.058109015,0.0020086765,"{""type"":""MultiPoint"",""coordinates"":[]}"
1791,0.038404584,0.013410211,"{""type"":""MultiPoint"",""coordinates"":[]}"
1792,0.013814837,0.011742771,"{""type"":""MultiPoint"",""coordinates"":[]}"
1793,0.023578912,0.014505446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1794,0.046987683,0.032055497,"{""type"":""MultiPoint"",""coordinates"":[]}"
1795,0.046987683,0.032055497,"{""type"":""MultiPoint"",""coordinates"":[]}"
1796,0.08117014,0.028470576,"{""type"":""MultiPoint"",""coordinates"":[]}"
1797,0.04727316,-0.0028280616,"{""type"":""MultiPoint"",""coordinates"":[]}"
1798,0.033034444,-0.039073408,"{""type"":""MultiPoint"",""coordinates"":[]}"
1799,-0.05256775,-0.067269504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1800,-0.12950784,-0.094275534,"{""type"":""MultiPoint"",""coordinates"":[]}"
1801,-0.05375731,-0.064150274,"{""type"":""MultiPoint"",""coordinates"":[]}"
1802,0.004048109,-0.012165368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1803,0.004048109,-0.012165368,"{""type"":""MultiPoint"",""coordinates"":[]}"
1804,0.033278227,0.009202778,"{""type"":""MultiPoint"",""coordinates"":[]}"
1805,0.024326295,0.0070153475,"{""type"":""MultiPoint"",""coordinates"":[]}"
1806,0.0024555027,0.0020176172,"{""type"":""MultiPoint"",""coordinates"":[]}"
1807,-0.019882709,-0.0118845105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1808,-0.029531151,-0.017100394,"{""type"":""MultiPoint"",""coordinates"":[]}"
1809,-0.029531151,-0.017100394,"{""type"":""MultiPoint"",""coordinates"":[]}"
1810,-0.051368415,-0.022624552,"{""type"":""MultiPoint"",""coordinates"":[]}"
1811,-0.047499657,-0.007531166,"{""type"":""MultiPoint"",""coordinates"":[]}"
1812,0.010078594,0.0022507906,"{""type"":""MultiPoint"",""coordinates"":[]}"
1813,0.0053869337,0.025954247,"{""type"":""MultiPoint"",""coordinates"":[]}"
1814,0.11870357,0.0018011928,"{""type"":""MultiPoint"",""coordinates"":[]}"
1815,-0.106409594,-0.11971605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1816,-0.106409594,-0.11971605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1817,-0.30277652,-0.25172186,"{""type"":""MultiPoint"",""coordinates"":[]}"
1818,-0.26280016,-0.26161027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1819,-0.25942397,-0.21250308,"{""type"":""MultiPoint"",""coordinates"":[]}"
